facility_uid,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,physical_location,longitude,latitude,phone_number,operation_days,registration_status,license_status
53535418,1990-01-01,SEME PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,SEME PHC RD. OFF CUSTOM QUARTERS BADAGRY,2.71121,6.37905,0806-269-8366,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42265393,1996-10-02,THE SALVATION ARMY HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,LAGOS-SENE EXP WAY  ARMY B/STOP GBETHROME TOWN BADAGRY,2.76787,6.38519,0803-612-1635,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
50679368,1990-01-01,"243 BATTALION MEDICAL RECEPTION STATION, NIGERIA ARMY BARRACK IBEREKO BADAGRY",Lagos,Badagry,Public,Military & Paramilitary formations,Primary,OLD LAGOS BADAGRY EXP WAY IBEREKO BADAGRY,2.91688,6.43949,0802-859-8860,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30212919,2014-01-04,ACCESS HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,11 GODO BLOCK ESTATE IBEREKO BADAGRY,2.92762,6.44393,0803-248-3804,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
77368303,2007-01-01,HASCAM CONVALESCENT HOME,Lagos,Badagry,Private,For Profit,Primary,NO 3 ADENIRAN OKE-ARO IBEREKO,2.93151,6.44137,0802-977-1082,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64772356,2005-01-01,IBEREKO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,AIYELAJA WAY BEHIND MAIN MARKET IBEREKO,2.91778,6.4417,0708-412-3662,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
28390575,2009-01-01,MODUPE OLUWA NURSING HOME,Lagos,Badagry,Private,For Profit,Primary,KM 107 LAGOS BADAGRY EXP WAY IBEREKO BADAGRY LAGOS,2.91015,6.43975,0704-337-7824,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72007798,1990-01-03,OLA OKI HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,OLA-OKI MEDICAL COMPLEX AVENUE LAGOS-BADAGRY EXP WAY IBEREKO BADAGRY,2.92745,6.44178,0803-323-1276,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44760057,2007-07-30,OUR LADY OF ST FRANCE'S HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,BEHIND JEHOVAH WITNESS HALL ITOGA NEW SITE BADAGRY SITE,2.92447,6.43338,0810-035-2958,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
48885817,2002-01-01,ANTHONY CARDINAL MATERNITY CENTER,Lagos,Badagry,Private,For Profit,Primary,ST LEOS CATHOLIC CHURCH OFF IKOGA MARKET BADAGRY,2.95478,6.50923,0806-553-8107,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55023189,2007-01-01,IRAGBO IRAGAN HEALTH POST,Lagos,Badagry,Public,Local Government,Primary,IRAGAN VILLAGE OPP LGA PRIMARY SCHOOL BADAGRY,2.96679,6.50265,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
55710489,1990-01-03,POTA PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"OPP ALAPAFUJA MOSQUE ADO-ODO-IKOGA RD, BADAGRY",2.95879,6.48829,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
19890527,2015-06-10,ADEJOKE HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,IYESI-ILOGBO TOWN OFF OKO-AFO RD ILOGBO BADAGRY,3.01349,6.49589,0803-809-1845,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60176848,2017-08-02,FAITHLINE NURSING HOME,Lagos,Badagry,Private,For Profit,Primary,"KETU RD, ILOGBO-EREMI BADAGRY",3.04169,6.50021,0803-706-3468,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72215991,2006-01-01,ILOGBO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"ILOGBO EREMI RD, ILOGBO BADAGRY",3.02702,6.49968,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
79511758,2011-01-01,ISAMOLE PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,ISAMOLE VILLAGE ALONG ILOGBO EREMI MARKET ILOGBO BADAGRY,2.98755,6.48986,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
68601286,2009-04-17,LANA CONVALESCENT HOME,Lagos,Badagry,Private,Not For Profit,Primary,,2.94563,6.44258,0806-282-4237,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
24064988,2021-03-24,SAMOK HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,"IGBOROSUN RD, ILOGBO BADAGRY",2.99631,6.48019,0806-753-1198,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71048850,2008-11-04,YO OMOLARA MATERNITY HOME,Lagos,Badagry,Private,For Profit,Primary,"24 SURULERE ST, MARKET SQUARE ILOGBO EREMI BADAGRY",3.02638,6.50288,0806-263-3366,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
70409528,2005-12-16,ADEBAYO LIVING TOWER HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,8 ADEBAYO OJAJUNI ST. IMEKE BADAGRY,2.98326,6.43562,0803-390-5957,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71925815,1999-07-04,ILADO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,MARUWA B/STOP ALONG AJIDO RD. ILADO BAADGRY,2.96594,6.43746,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72549545,2019-04-11,MEDICAL PORTACABIN PRIMARY HEALTH CENTRTE,Lagos,Badagry,Public,Local Government,Primary,ESEPE ROAD BESIDE POLICE STATION IWORO BADAGRY,3.0286,6.41699,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
46360372,2017-09-29,MOUNT ZION MEDICAL CENTRE,Lagos,Badagry,Private,For Profit,Primary,32 BAYO STREET ILADO BADAGRY,2.96255,6.43279,0803-829-8948,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Provisionally Registered,Licensed
58583067,2019-10-09,OBELE-ESEPE PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,ESEPE MUSHIN VILLAGE IWORO BADAGRY,3.03169,6.46328,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
44112870,2009-01-01,FARASIME PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"CHURCH STREET, FARASIME BADAGRY WEST",2.71438,6.42571,0809-166-2619,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
32937678,2008-01-01,A-HARMONY HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,4 EKUNDAYO ST OPP HOLY CHILD SCHOOL BADAGRY,2.89888,6.42105,0803-383-8599,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
19060900,2012-01-01,EVERGREEN MEDICAL CENTRE,Lagos,Badagry,Private,For Profit,Primary,"OFF JOSEPH DOSU RD, BADAGRY LAGOS",2.88844,6.43131,,,Registered,Licensed
77485342,1995-01-08,GREAT PHYSICIAN HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,"NIYI ADEBULE ST, OFF JOSEPH DOSU RD BADAGRY",2.88817,6.42181,0803-301-1650,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60628025,2005-01-01,SACRED HEART CATHOLIC MATERNITY CENTRE,Lagos,Badagry,Private,For Profit,Primary,"1 MARKET RD, BADAGRY",2.88568,6.41972,0806-129-4345,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
58330351,1985-09-02,SERIKI ABIMBOLA MEMORIAL HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,"SERIKI ABIMBOLA CLOSE OFF JOSEPH DOSU RD, BADAGRY",2.88667,6.41942,0808-541-1481,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
19381638,1972-01-01,ASCON HEALTH SERVICE CENTRE,Lagos,Badagry,Public,Federal Government,Primary,TOPO VILLAGE BADAGRY,2.93865,6.41365,0903-293-7254,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
36277180,1999-01-01,TOPO HEALTH POST,Lagos,Badagry,Public,Local Government,Primary,"TOPO-IDALE RD, BADAGRY",2.92263,6.4122,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
82865739,2006-01-01,IGBOGBELE PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"KM 117 OWODE-APA EXP WAY, BADAGRY WEST",2.77917,6.4231,0809-166-2619,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
76841942,2014-01-01,NIGERIA AIRFORCE MOTHER AND CHILD HOSPITAL,Lagos,Badagry,Public,Military & Paramilitary formations,Primary,KM 74 OWODE-APA EXP WAY,2.77169,6.42218,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47770413,1983-01-07,AGBOWA GENERAL HOSPITAL,Lagos,Epe,Public,State Government,Secondary,26 HOSPITAL ROAD OFF IKOSI ROAD AGBOWA LAGOS STATE,3.71481,6.63663,0808-833-2654,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
79167207,1965-01-07,AGBOWA PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"83/85 BANK ROAD (IKOSI ROAD) , AGBOWA EPE",3.71236,6.63988,0802-959-3983,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31910322,2019-12-31,ADO-IKOSI BEACH PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,ADO-IKOSI BEACH ROAD,3.70518,6.61831,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
45475792,2018-01-08,MOUNT PARAN HOSPITAL,Lagos,Epe,Private,For Profit,Primary,6 IDOWU APETE STREET AJAGNABE,3.97769,6.59183,0814-478-8825,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Provisionally Registered,Not Licensed
61675452,1999-01-08,ORUGBO HEALTH CLINIC,Lagos,Epe,Public,Local Government,Primary,ALONG ORUGBO ROAD,3.77374,6.63408,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
75535777,2021-12-31,EREPOTO PRIMARY HEALTH CENTRE,Lagos,Epe,Public,State Government,Primary,ALONG AYETORO RD,6.57803,3.96812,0803-394-2978,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
53431532,2019-01-07,EREPOTO PRIMARY HEALTH CLINIC,Lagos,Epe,Public,Local Government,Primary,"AGO ILAJE,  AYETORO, EPE",3.96774,6.57727,0803-394-2978,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
85452632,1985-10-18,EPE LGA STAFF CLINIC,Lagos,Epe,Public,State Government,Primary,EPE LOCAL GOV,6.59804,3.98468,0803-394-2978,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
36872799,1980-10-28,EPE PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,AYETORO ROAD ALONG IJEBU ODE ROAD BESIDE CEMENTARY EPE,3.9801,6.58962,0906-248-5480,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
74017750,1990-12-31,IBOWON PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"2, OJUROMI STREET, BESIDE ANSARUDEEN PRIMARY SCHOOL, IBOWON, EPE",3.99714,6.67239,0703-498-9195,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
15667460,2018-12-08,AVAJOY MATERNITY HOME,Lagos,Epe,Private,For Profit,Primary,3 PALM ESTATE OFF OJOTA STREET TEMU EPE,3.94038,6.60031,0817-172-8912,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Provisionally Registered,Not Licensed
64200230,2001-01-01,IGBODU HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"ALONG IGBODU-MOLAJOYE ROAD, IGBODU",3.91521,6.64572,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
18634435,1988-01-08,ITOKIN PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,ALONG IJEBU ODE ROAD ITOIKIN,3.79477,6.6573,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
70738351,1991-01-08,ILARA PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"EGBE  ROAD, BESIDE ADESANWON SECONDARY SCHOOL, IBOWON.",3.99989,6.66179,0703-498-9195,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
25052060,2009-01-10,AFUYE PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,AJILOGBA STREET BESIDE OLUWO MARKET EPE,3.98935,6.582596,0803-056-6518,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
15870312,1989-01-08,EJINRIN PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"EJINRIN ROAD, OPP EJINRIN POLICE POST, EJINRIN",3.89772,6.61324,0706-643-8810,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
62143396,1972-01-01,KETU GENERAL HOSPITAL,Lagos,Epe,Public,State Government,Secondary,ALONG EJINRIN ROAD KETU EPE,3.87583,6.63381,0702-937-5540,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
15011223,2016-01-03,G.O HOSPITAL,Lagos,Epe,Private,For Profit,Primary,16 ARAROMI STREET OFF EPE IJEBU ODE EPE,3.98762,6.62629,0802-686-7048,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Provisionally Registered,Not Licensed
42779977,2020-07-01,HONOURABLE TUNDE SALAU HOPITAL,Lagos,Epe,Private,For Profit,Primary,"56, EPE IJEBU- ODE RD NOFORIJA EPE",6.45475,3.883,0703-455-8216,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
16951688,2018-08-06,LEADCARE HOSPITAL,Lagos,Epe,Private,For Profit,Primary,"45, CENTRAL MOSQ RD, ODOGBONLE NOFORIJA.",6.63339,3.99358,0805-446-8396,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,
63778740,2010-12-31,ALASCO HOSPITAL,Lagos,Epe,Private,For Profit,Primary,48 IJEBU ODE ROAD ODOMOLA EPE,3.98782,6.60889,0806-645-8207,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
48823212,2000-12-31,ODOMOLA PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"3, BISHOP MISSION STREET EPE",3.98938,6.60815,0805-550-6509,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
85253616,1990-12-26,EREDO PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,EREDO COUNCIL ALONG IJEBU ODE ROAD EREDO,3.98881,6.64841,0803-063-9118,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
34726676,2020-01-01,IREIFEIDUNNU MATERNITY HOME,Lagos,Epe,Private,For Profit,Primary,,6.65475,3.98329,0705-949-8911,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,
38149083,1983-12-28,MOJODA PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"ALONG IJEBU ODE ROAD BESIDE CON OIL FILLING STATION, MOJODA",3.98766,6.61361,0802-314-0423,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
45757436,1999-12-27,IGBONLA PRIMARY HEATLH CENTRE,Lagos,Epe,Public,Local Government,Primary,"ALONG IGBONLA ROAD, OPPOSITE IGBONLA MODEL COLLEGE, IGBONLA, EPE",4.05315,6.63715,0803-063-9118,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
45717987,1983-01-03,ODO AYANDELU PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"LOCATION: ALONG SHAGAMU ROAD OPP OBA AYANDELU PALACE, ODO-AYANDELU",3.71237,6.67471,0817-699-9340,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
47271408,2012-12-31,OTA IKOSI PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"ALONG OTTA BEACH ROAD, OTTA, AGBOWA, EPE",3.73858,6.67378,0805-948-3866,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
14847180,2007-04-02,OWU PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,"ALONG JAKANDE WAY BESIDE COMMUNITY SECONDARY SCHOOL, OWU AGBOWA",3.73212,6.64621,0802-429-2865,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
35547499,1954-01-07,EPE GENERAL HOSPITAL,Lagos,Epe,Public,State Government,Secondary,39 HOSPITAL ROAD EPE,3.97063,6.5864,0802-311-4499,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60902210,1998-12-30,GRACELAND HOSPITAL,Lagos,Epe,Private,For Profit,Secondary,ADENIYI SULAIMON STREET /AYEOLA STREET PAPA EPE,3.96941,6.58974,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42491196,2005-01-07,PAPA PRIMARY HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,MISTURA RAMOND STREET PAPA EPE,3.96398,6.58493,0803-394-2978,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
59233750,2010-01-07,TRUE CARE HOSPITAL,Lagos,Epe,Private,For Profit,Primary,19 ADEYEMI APENA STREET PAPA EPE,3.96948,6.58822,0012-900-999_,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47936515,2018-01-07,SAGIDAN HEALTH CENTRE,Lagos,Epe,Public,Local Government,Primary,AGBORO ODE STREET SAGIDAN EPE,3.97742,6.58422,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
29994942,2015-01-06,ARISE MOBILE CINIC,Lagos,Eti-Osa,Private,Not For Profit,Primary,"HOUSE 6B, PRINCE ALABA ONIRU, WAY",3.44307,6.43286,0902-409-4549,Wednesday,Pending Registration,Not Licensed
71663660,2001-04-06,AVE MARIA HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"BLOCK 7, PLOT 14, OBA IDOWU ABIODUN ONIRU LAGOS",3.44706,6.43129,0802-379-2290,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51453822,2001-07-03,DIVINE DENTAL HOME,Lagos,Eti-Osa,Private,For Profit,Primary,"8B, FABAC CLOSE OFF LIGALI AYORINDE VICTORIA ISLAND",3.43883,6.43411,0708-617-9156,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Registered,Licensed
81825375,2007-01-10,DR CHARLES HAMMOND CLINIC,Lagos,Eti-Osa,Private,For Profit,Primary,15 ADETOKUNBO ADEMOLA STREET VICTORIA ISLAND,3.43132,6.43312,0145-414-14__,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Registered,Licensed
59959987,2019-03-07,ENCEE MEDICAL CENTER,Lagos,Eti-Osa,Private,For Profit,Primary,"175B, MOSHOOD OLUGBANI STREET, VICTORIA ISLAND",3.44008,6.42757,0906-389-6230,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
24485580,2007-04-02,LOUIS MED HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46132445,2019-11-03,MARCELLE RUTH CANCER CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,
77866283,1983-08-09,ORIYANRIN PRIMARY HEALTH CENTRE (ETI OSA),Lagos,Eti-Osa,Public,Local Government,Primary,1-7 MURI OKUNOLA STRRET VICTORIA ISLAND,3.43999,6.43343,0708-808-8891,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
33274520,1999-09-08,VANTAGE MEDICAL CENTER,Lagos,Eti-Osa,Private,For Profit,Secondary,10B FABAC CLOSE VICTORIA ISLAND,3.43931,6.43397,02-777-1707,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
54229009,1999-09-08,VANTAGE MEDICAL CENTER,Lagos,Eti-Osa,Private,For Profit,Secondary,10B FABAC CLOSE VICTORIA ISLAND,3.43931,6.43397,0127-058-03__,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46196488,1990-01-01,ADDO PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,SOLA OMOLE STREET LAMGBASA,3.58114,6.50112,0706-888-4700,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
15823110,2019-07-04,BROADGATE MEDICAL SERVICES,Lagos,Eti-Osa,Private,For Profit,Primary,"13 BADORE ROAD ADEWALE BUSTOP, ADDO",3.58846,6.49826,0818-197-7036,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Provisionally Registered,Not Licensed
29176061,1991-09-12,J RAPHA HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"40, ADDO-LAGBASA OWODE AJAH",3.58846,6.49826,0817-904-7388,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Unknown
27373628,1991-02-01,SHERIFF CLINIC,Lagos,Eti-Osa,Private,For Profit,Primary,"10, ADDO BADORE ROAD, ADDO OFF AJAH, LAGOS",3.58814,6.49796,0802-312-1277,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71654498,2017-01-03,SOUTHERN SHORE HOSPITAL ADDO,Lagos,Eti-Osa,Private,For Profit,Secondary,"9, ATIKU COMPOUND, SIGH BOARD BUS-STOP ADDO ROAD, ADDO",3.58332,6.49525,0703-515-4599,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
58232908,1994-11-06,AJAH CLINIC,Lagos,Eti-Osa,Private,For Profit,Primary,"NO4/6, AYIETORO STREET AJAH BEHIND ALESHI HOTEL",3.56351,6.46846,0901-358-5114,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
52617478,2009-01-03,AJAH PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,"BAALE STREET, AJAH MARKET",3.56402,6.46838,0802-332-1330,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38541779,1996-01-01,DOREN SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"1 KEMFAT STREET, THOMAS ESTATE AJAH",3.57444,6.46962,0802-306-2100,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
50246814,2003-08-10,AJIRAN PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,TESILIM STREET AJIRAN ILAJE ROAD,3.52035,6.45372,0809-822-4684,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
49750828,2007-02-10,BAEFEM SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"PLOT 6D, ROAD 7A, VGC - AJAH",3.55404,6.46017,0803-455-0288,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63209056,1986-01-01,FIRST CITY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"17, BAMIDELE ELETU STREET, OSAPA",3.51187,6.43959,0817-348-0926,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26544916,2001-03-01,KIDS CARE PAEDIATRIC HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Primary,VGC SHOPPING MALL-SHOPING G 13,3.55401,6.46235,0810-578-0389,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Registered,Licensed
73917818,2019-01-16,OUTREACH MEDICAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.51051,6.43777,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,
51533480,2018-01-04,PRIMEFORTH HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"35C, AJIRAN ROAD, AGUNGI, LEKKI PENINSULA",3.51609,6.44368,0816-007-5859,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60027870,2014-01-04,REDDOT MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.47971,6.43432,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60935226,1992-07-09,SHERIFF CLINIC 2,Lagos,Eti-Osa,Private,For Profit,Primary,"1, AGBADAMOSHI ELETU STREET, OSAPA",3.51163,6.44077,0802-312-1277,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
45575252,2017-03-01,THE PEDIATRIC CENTER,Lagos,Eti-Osa,Private,For Profit,Primary,"2A, SULAIMON ABDULAHI STREET, AGUNGI, LEKKI",3.51619,6.44509,0808-284-4972,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30218241,1984-12-02,UDECO MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"36, UDECO MEDICAL ROAD CHEV VIEW ESTATE",3.52643,6.44373,0704-622-6464,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55524649,2017-12-28,UPILLON CARE HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.51249,6.44134,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55243787,1996-01-04,BARNES HOSPITAL CARDIAC DIAGNOSTIC LABORATORIES LIMITED,Lagos,Eti-Osa,Private,For Profit,Secondary,"PLOT 34B, ALHAJI YESUFU ABIODUN ONIRU ROAD, VICTORIA ISLAND",3.44517,6.4271,0812-991-5315,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67205746,2009-06-09,BADORE PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,BADORE PRIMARY HEALTH CARE BADORE ROAD AJAH,3.61139,6.50933,0803-346-3980,,Registered,Licensed
